date,tmax,tmin
2011-07-15,89.0,71.0
2012-07-15,91.0,69.0
2013-07-15,91.0,71.0
2014-07-15,87.0,75.0
2015-07-15,78.0,69.0
2016-07-15,91.0,73.0
2017-07-15,89.0,77.0
2018-07-15,78.0,71.0
2019-07-15,82.0,73.0
2020-07-15,80.0,68.0
