DATE,TMAX,TMIN
2011/10/17,66,50
2011/10/18,69,50
2011/10/19,66,53
2011/10/20,68,55
2011/10/21,62,53
2011/10/22,68,57
2011/10/23,60,41
2011/10/24,59,37
2011/10/25,59,39
2011/10/26,55,41
2011/10/27,60,42
2011/10/28,60,44
2011/10/29,64,44
2011/10/30,62,44
2011/10/31,59,51
2011/11/1,59,48
2011/11/2,60,46
2011/11/3,57,50
2011/11/4,57,50
2011/11/5,60,48
2011/11/6,59,44
2011/11/7,57,46
2011/11/8,55,37
2011/11/9,59,39
2011/11/10,60,39
2011/11/11,57,44
2011/11/12,59,37
2011/11/13,53,33
2011/11/14,55,33
2011/11/15,53,37
2011/11/16,50,42
2011/11/17,48,39
2011/11/18,53,39
2011/11/19,48,28
2011/11/20,48,28
2011/11/21,48,35
2011/11/22,50,30
2011/11/23,44,23
2011/11/24,46,26
2011/11/25,42,33
2011/11/26,48,32
2011/11/27,44,33
2011/11/28,41,32
2011/11/29,39,28
2011/11/30,41,24
2011/12/1,39,26
2011/12/2,39,24
2011/12/3,39,24
2011/12/4,41,28
2011/12/5,35,28
2011/12/6,33,30
2011/12/7,41,21
2011/12/8,32,17
2011/12/9,35,23
2011/12/10,41,24
2011/12/11,46,26
2011/12/12,44,26
2011/12/13,41,24
2011/12/14,35,19
2011/12/15,32,17
2011/12/16,33,19
2011/12/17,37,15
2011/12/18,35,19
2011/12/19,35,23
2011/12/20,35,24
2011/12/21,37,23
2011/12/22,35,19
2011/12/23,37,24
2011/12/24,37,21
2011/12/25,39,19
2011/12/26,37,23
2011/12/27,35,24
2011/12/28,41,21
2011/12/29,48,35
2011/12/30,33,23
2011/12/31,39,19
2012/1/1,33,24
2012/1/2,37,23
2012/1/3,33,17
2012/1/4,33,15
2012/1/5,35,19
2012/1/6,32,21
2012/1/7,30,21
2012/1/8,35,19
2012/1/9,35,21
2012/1/10,37,17
2012/1/11,35,14
2012/1/12,37,17
2012/1/13,39,21
2012/1/14,39,21
2012/1/15,37,23
2012/1/16,37,24
2012/1/17,35,24
2012/1/18,35,26
2012/1/19,32,26
2012/1/20,30,15
2012/1/21,28,12
2012/1/22,24,8
2012/1/23,30,12
2012/1/24,32,12
2012/1/25,33,14
2012/1/26,35,17
2012/1/27,35,17
2012/1/28,30,15
2012/1/29,30,17
2012/1/30,30,17
2012/1/31,30,14
2012/2/1,26,12
2012/2/2,32,12
2012/2/3,35,17
2012/2/4,37,21
2012/2/5,37,23
2012/2/6,26,12
2012/2/7,30,15
2012/2/8,35,17
2012/2/9,39,17
2012/2/10,37,19
2012/2/11,41,23
2012/2/12,41,26
2012/2/13,41,26
2012/2/14,39,21
2012/2/15,39,24
2012/2/16,35,21
2012/2/17,35,17
2012/2/18,39,21
2012/2/19,42,24
2012/2/20,46,24
2012/2/21,41,28
2012/2/22,44,28
2012/2/23,41,28
2012/2/24,41,26
2012/2/25,39,23
2012/2/26,42,24
2012/2/27,42,28
2012/2/28,42,32
2012/2/29,46,33
2012/3/1,37,30
2012/3/2,41,30
2012/3/3,39,30
2012/3/4,41,30
2012/3/5,41,32
2012/3/6,50,28
2012/3/7,50,28
2012/3/8,42,21
2012/3/9,42,28
2012/3/10,42,24
2012/3/11,42,21
2012/3/12,48,28
2012/3/13,55,30
2012/3/14,55,32
2012/3/15,50,39
2012/3/16,57,39
2012/3/17,53,32
2012/3/18,42,28
2012/3/19,44,32
2012/3/20,53,35
2012/3/21,53,42
2012/3/22,46,37
2012/3/23,53,35
2012/3/24,57,35
2012/3/25,59,37
2012/3/26,66,44
2012/3/27,68,44
2012/3/28,68,51
2012/3/29,66,42
2012/3/30,57,37
2012/3/31,62,33
2012/4/1,53,42
2012/4/2,51,41
2012/4/3,64,41
2012/4/4,66,46
2012/4/5,64,39
2012/4/6,68,46
2012/4/7,75,50
2012/4/8,71,46
2012/4/9,77,57
2012/4/10,68,50
2012/4/11,68,48
2012/4/12,73,50
2012/4/13,80,53
2012/4/14,82,57
2012/4/15,80,50
2012/4/16,73,50
2012/4/17,82,59
2012/4/18,75,59
2012/4/19,71,53
2012/4/20,73,51
2012/4/21,64,51
2012/4/22,80,59
2012/4/23,77,57
2012/4/24,66,51
2012/4/25,69,42
2012/4/26,73,55
2012/4/27,75,53
2012/4/28,71,50
2012/4/29,69,53
2012/4/30,75,60
2012/5/1,71,57
2012/5/2,86,60
2012/5/3,87,64
2012/5/4,89,62
2012/5/5,87,60
2012/5/6,87,64
2012/5/7,89,69
2012/5/8,87,62
2012/5/9,86,64
2012/5/10,87,66
2012/5/11,75,60
2012/5/12,75,53
2012/5/13,78,59
2012/5/14,77,55
2012/5/15,80,59
2012/5/16,80,60
2012/5/17,86,60
2012/5/18,89,64
2012/5/19,86,66
2012/5/20,80,62
2012/5/21,82,68
2012/5/22,80,62
2012/5/23,82,64
2012/5/24,84,62
2012/5/25,82,59
2012/5/26,91,66
2012/5/27,93,68
2012/5/28,91,71
2012/5/29,80,59
